date,time,sym,bid,ask,bsiz,asiz,n,v,prc
2017-08-10,-360,CLU7,4849,4854,6,1,0,0,
2017-08-10,-330,CLU7,4849,4854,6,1,669,1589,4963.49842668
2017-08-10,-300,CLU7,4849,4854,6,1,245,541,4960.43992606
2017-08-10,-270,CLU7,4849,4854,6,1,261,483,4959.47204969
2017-08-10,-240,CLU7,4849,4854,6,1,232,404,4960.20049505
2017-08-10,-210,CLU7,4849,4854,6,1,679,1422,4962.39592124
2017-08-10,-180,CLU7,4849,4854,6,1,473,936,4960.28205128
2017-08-10,-150,CLU7,4849,4854,6,1,702,1566,4959.48403576
2017-08-10,-120,CLU7,4849,4854,6,1,1054,2533,4956.28543229
2017-08-10,-90,CLU7,4849,4854,6,1,923,1932,4953.28674948
2017-08-10,-60,CLU7,4849,4854,6,1,578,1344,4953.79241071
2017-08-10,-30,CLU7,4849,4854,6,1,835,1844,4952.78796095
2017-08-10,0,CLU7,4849,4854,6,1,1222,3148,4955.84339263
2017-08-10,30,CLU7,4849,4854,6,1,363,723,4955.2406639
2017-08-10,60,CLU7,4849,4854,6,1,772,1383,4953.0274765
2017-08-10,90,CLU7,4849,4854,6,1,986,2610,4957.82796935
2017-08-10,120,CLU7,4849,4854,6,1,1155,2226,4959.83198562
2017-08-10,150,CLU7,4849,4854,6,1,4058,10409,4971.3256797
2017-08-10,180,CLU7,4849,4854,6,1,3220,9260,4974.76177106
2017-08-10,210,CLU7,4849,4854,6,1,6238,20720,4980.09251931
2017-08-10,240,CLU7,4849,4854,6,1,4149,14487,4977.76482363
2017-08-10,270,CLU7,4849,4854,6,1,4224,14026,4982.27285042
2017-08-10,300,CLU7,4849,4854,6,1,4886,16420,4973.37137637
2017-08-10,330,CLU7,4849,4854,6,1,5053,15833,4970.95825175
2017-08-10,360,CLU7,4849,4854,6,1,7997,27213,4990.28600301
2017-08-10,390,CLU7,4849,4854,6,1,3853,13572,4984.22111701
2017-08-10,420,CLU7,4849,4854,6,1,3757,14158,4983.64119226
2017-08-10,450,CLU7,4849,4854,6,1,3687,12143,4991.87803673
2017-08-10,480,CLU7,4849,4854,6,1,4112,14489,4988.64573124
2017-08-10,510,CLU7,4849,4854,6,1,10415,33173,5004.77198324
2017-08-10,540,CLU7,4849,4854,6,1,9358,32776,5014.09601538
2017-08-10,570,CLU7,4849,4854,6,1,8744,34990,5010.88502429
2017-08-10,600,CLU7,4849,4854,6,1,21373,79526,4981.30408923
2017-08-10,630,CLU7,4849,4854,6,1,17662,65808,4955.38879771
2017-08-10,660,CLU7,4849,4854,6,1,12968,47015,4958.23171328
2017-08-10,690,CLU7,4849,4854,6,1,19744,82249,4922.75817335
2017-08-10,720,CLU7,4849,4854,6,1,9316,38087,4925.23803397
2017-08-10,750,CLU7,4849,4854,6,1,4889,19522,4920.68297306
2017-08-10,780,CLU7,4849,4854,6,1,15325,59934,4886.95341542
2017-08-10,810,CLU7,4849,4854,6,1,9013,38128,4869.22065149
2017-08-10,840,CLU7,4849,4854,6,1,6375,25392,4870.57640202
2017-08-10,870,CLU7,4849,4854,6,1,12792,58544,4873.08728478
2017-08-10,900,CLU7,4849,4854,6,1,5799,25976,4856.3078611
2017-08-10,930,CLU7,4849,4854,6,1,2066,9830,4859.52889115
2017-08-10,960,CLU7,4849,4854,6,1,2682,9980,4846.93046092
2017-08-10,990,CLU7,4849,4854,6,1,812,2311,4845.29337949
2017-08-10,1020,CLU7,4849,4854,6,1,,,
2017-08-10,-360,CLV7,4850,4888,10,1,0,0,
2017-08-10,-330,CLV7,4850,4888,10,1,86,192,4978.07291667
2017-08-10,-300,CLV7,4850,4888,10,1,8,26,4975.07692308
2017-08-10,-270,CLV7,4850,4888,10,1,8,19,4974.73684211
2017-08-10,-240,CLV7,4850,4888,10,1,15,27,4975.55555556
2017-08-10,-210,CLV7,4850,4888,10,1,85,124,4977.89516129
2017-08-10,-180,CLV7,4850,4888,10,1,38,66,4975.63636364
2017-08-10,-150,CLV7,4850,4888,10,1,60,130,4975.00769231
