date,time,sym,bid,ask,bsiz,asiz,n,v,prc
2021-09-06,-360,CLV1,69.11,69.16,1,6,1,9,69.11
2021-09-06,-330,CLV1,68.95,68.96,4,15,1118,1915,69.0822140992
2021-09-06,-300,CLV1,68.95,68.96,7,2,332,660,68.9676212121
2021-09-06,-270,CLV1,68.95,68.96,7,8,178,328,68.9661585366
2021-09-06,-240,CLV1,68.74,68.76,8,9,852,1851,68.8130524041
2021-09-06,-210,CLV1,68.69,68.71,10,11,1030,2115,68.6992104019
2021-09-06,-180,CLV1,68.68,68.69,9,3,496,948,68.6674894515
2021-09-06,-150,CLV1,68.63,68.64,2,9,2826,5648,68.5748884561
2021-09-06,-120,CLV1,68.55,68.56,11,2,1217,2296,68.621337108
2021-09-06,-90,CLV1,68.62,68.64,16,11,668,1135,68.5801762115
2021-09-06,-60,CLV1,68.53,68.54,6,8,1704,3289,68.4766159927
2021-09-06,-30,CLV1,68.52,68.53,7,2,725,1345,68.5462527881
2021-09-06,0,CLV1,68.54,68.56,14,30,298,486,68.574382716
2021-09-06,30,CLV1,68.58,68.6,13,18,199,356,68.565
2021-09-06,60,CLV1,68.56,68.57,3,11,284,480,68.5745208333
2021-09-06,90,CLV1,68.49,68.51,12,17,491,1037,68.4996624879
2021-09-06,120,CLV1,68.29,68.3,7,8,1208,2596,68.3689560863
2021-09-06,150,CLV1,68.43,68.45,27,15,929,1812,68.3572350993
2021-09-06,180,CLV1,68.45,68.46,5,12,1025,1977,68.47107739
2021-09-06,210,CLV1,68.42,68.43,5,11,1427,2697,68.4116203189
2021-09-06,240,CLV1,68.63,68.64,13,10,1208,2314,68.5531287813
2021-09-06,270,CLV1,68.66,68.67,13,4,1700,3237,68.6371485944
2021-09-06,300,CLV1,68.91,68.92,3,13,2015,4142,68.8120907774
2021-09-06,330,CLV1,68.66,68.67,2,24,1743,3515,68.7281963016
2021-09-06,360,CLV1,68.85,68.86,14,16,1109,2338,68.7889264328
2021-09-06,390,CLV1,68.83,68.85,19,15,1215,2336,68.8541909247
2021-09-06,420,CLV1,68.89,68.91,23,27,655,1226,68.8415008157
2021-09-06,450,CLV1,68.92,68.93,28,3,653,1335,68.9015131086
2021-09-06,480,CLV1,69.02,69.03,12,14,1322,2749,69.0100327392
2021-09-06,510,CLV1,69.03,69.04,11,13,1494,3060,69.0199117647
2021-09-06,540,CLV1,69.07,69.08,14,9,1603,3030,69.0597161716
2021-09-06,570,CLV1,69.18,69.19,19,3,4143,8272,69.2387898936
2021-09-06,600,CLV1,69.29,69.3,15,7,3165,6090,69.2787701149
2021-09-06,630,CLV1,69.33,69.34,4,35,2922,5502,69.3468066158
2021-09-06,660,CLV1,69.12,69.14,17,34,2417,5035,69.225060576
2021-09-06,690,CLV1,68.83,68.85,24,24,4658,9147,68.9255274954
2021-09-06,720,CLV1,68.87,68.88,8,9,1634,2948,68.8688602442
2021-09-06,750,CLV1,68.76,68.77,15,7,1806,3369,68.8302285545
2021-09-06,780,CLV1,68.91,68.92,4,6,1228,2352,68.7933078231
2021-09-06,810,CLV1,68.89,68.89,8,9,0,0,
2021-09-06,840,CLV1,68.89,68.89,11,7,0,0,
2021-09-06,870,CLV1,68.92,68.92,10,12,0,0,
2021-09-06,900,CLV1,68.89,68.89,16,15,0,0,
2021-09-06,930,CLV1,68.89,68.89,11,34,0,0,
2021-09-06,960,CLV1,68.89,68.89,12,34,0,0,
