date,time,sym,bid,ask,bsiz,asiz,n,v,prc
2012-06-25,-360,CLF3,81,82.86,2,1,0,0,
2012-06-25,-330,CLF3,82.14,82.41,1,2,5,9,82.2444444444
2012-06-25,-300,CLF3,81.95,82.07,2,4,1,1,82.14
2012-06-25,-270,CLF3,81.8,82.06,3,1,3,4,82
2012-06-25,-240,CLF3,81.82,82.02,2,1,0,0,
2012-06-25,-210,CLF3,81.69,81.74,1,1,2,6,81.69
2012-06-25,-180,CLF3,81.64,81.7,1,2,1,1,81.7
2012-06-25,-150,CLF3,81.77,81.85,3,2,0,0,
2012-06-25,-120,CLF3,81.93,81.99,1,2,0,0,
2012-06-25,-90,CLF3,81.87,81.93,2,5,0,0,
2012-06-25,-60,CLF3,81.81,81.86,1,1,0,0,
2012-06-25,-30,CLF3,81.9,81.96,2,9,0,0,
2012-06-25,0,CLF3,82.12,82.16,3,12,0,0,
2012-06-25,30,CLF3,82.02,82.07,7,5,0,0,
2012-06-25,60,CLF3,82.18,82.23,1,1,0,0,
2012-06-25,90,CLF3,82.01,82.06,1,1,0,0,
2012-06-25,120,CLF3,82.08,82.12,3,1,0,0,
2012-06-25,150,CLF3,82.01,82.05,3,1,0,0,
2012-06-25,180,CLF3,81.57,81.62,15,9,5,6,81.6916666667
2012-06-25,210,CLF3,81.13,81.18,6,8,6,7,81.5171428571
2012-06-25,240,CLF3,81.05,81.1,8,5,6,7,81.1785714286
2012-06-25,270,CLF3,81.2,81.24,1,2,2,4,81.18
2012-06-25,300,CLF3,81.11,81.15,3,6,24,69,81.2328985507
2012-06-25,330,CLF3,80.93,80.98,2,3,80,188,81.0068085106
2012-06-25,360,CLF3,80.98,81.01,3,2,8,14,80.9371428571
2012-06-25,390,CLF3,80.8,80.84,11,2,11,15,80.814
2012-06-25,420,CLF3,80.81,80.86,9,4,2,2,80.845
2012-06-25,450,CLF3,80.79,80.81,1,1,18,34,80.7761764706
2012-06-25,480,CLF3,80.73,80.77,10,2,15,23,80.7695652174
2012-06-25,510,CLF3,80.92,80.94,7,11,24,48,80.93125
2012-06-25,540,CLF3,80.59,80.62,5,8,7,14,80.745
2012-06-25,570,CLF3,80.91,80.93,2,2,9,12,80.8141666667
2012-06-25,600,CLF3,80.35,80.39,1,3,111,345,80.4373913043
2012-06-25,630,CLF3,80.53,80.55,2,8,140,379,80.6101319261
2012-06-25,660,CLF3,80.45,80.49,5,13,117,309,80.57197411
2012-06-25,690,CLF3,80.37,80.4,1,12,162,968,80.362892562
2012-06-25,720,CLF3,80.31,80.35,23,14,257,415,80.1998795181
2012-06-25,750,CLF3,80.39,80.41,5,1,69,325,80.3587384615
2012-06-25,780,CLF3,80.38,80.41,9,4,433,680,80.4935147059
2012-06-25,810,CLF3,81.06,81.08,1,7,324,565,80.5771327434
2012-06-25,840,CLF3,81.02,81.04,2,4,621,1523,80.9739527249
2012-06-25,870,CLF3,81.21,81.24,24,3,788,1735,81.152443804
2012-06-25,900,CLF3,81.12,81.15,11,4,149,476,81.2006092437
2012-06-25,930,CLF3,81.42,81.44,3,3,11,31,81.35
2012-06-25,960,CLF3,81.4,81.43,7,1,20,33,81.3827272727
2012-06-25,990,CLF3,81.26,81.28,1,11,9,9,81.3277777778
2012-06-25,1020,CLF3,81.22,81.25,5,1,,,
